Protein	S.cerevisiae	A.fumigatus	C.neoformans	C.parapsilosis	F.graminearum	S.bayanus	L.kluyveri	S.mikatae	S.paradoxus	M.oryzae	N.crassa	S.pombe	A.nidulans	C.glabrata	C.albicans	N.castellii	N.discreta	N.tetrasperma	S.kudriavzevii
NP_013324.1	-0.716661573473	NA	NA	-0.6875843573029999	NA	-0.0472336999235	-0.171165032578	-0.474950410727	-0.443447138693	NA	NA	0.34343452281900005	NA	-1.42882034058	0.0594260428734	0.336202558082	NA	NA	-0.285356888852
NP_013956.1	0.0217271905628	-0.864116827308	0.307446784687	-0.0759199306452	-0.13938346925200001	0.9040084397220001	0.181317516009	0.08708479277100001	0.5227460522190001	-0.579898154959	-0.78873827235	0.7192278461630001	-0.26384660475099997	-1.37815877685	-0.0110174009599	0.979319426177	-0.910815967838	-0.687951463582	0.680480429352
NP_010742.1	1.5896173618599998	1.3870428400600001	1.64954892069	0.852708066649	1.1128800177299998	1.4488583966100002	1.5436889828	1.3975984911000001	1.5703568201499998	1.47449995895	1.01635857366	1.4645125638299998	0.896900453853	0.37894355697800003	0.010743730349099999	1.3508687386200002	1.08851829861	1.16200457901	1.24270742133
NP_013493.2	-0.102669835857	-0.36737127857100005	0.307726388093	-0.239381265662	0.49969853135799996	0.152663940432	-0.409444150368	0.17949954473299998	0.159658712767	0.647610274966	0.388093680941	-0.019026067554	0.606550557601	-0.73334705421	-0.341403633307	0.256387337619	0.21116058709600002	0.320202835132	0.277953425971
NP_011075.3	0.922679870599	1.50021329582	1.10468721487	0.488148425088	1.82156793745	0.791581507689	0.971028562851	0.9010531485	1.0923103952700002	1.9247877655400003	1.55769388505	0.28765266793600003	1.91500173637	0.7134125068289999	1.61190296574	0.659527706643	1.99944336591	1.27915142518	0.637104482382
NP_014771.3	0.0917948988022	0.190450537929	0.777141342298	0.590483218593	0.174750508891	0.759985260953	0.433978410454	0.981167855464	1.26074185244	0.118807598016	0.306477947736	0.414371861105	0.19212972473099998	0.508414173955	-0.029790672290500003	0.412907790024	0.253305172784	0.45161517807400003	0.252303631087
NP_013125.1	0.44085804908200005	0.823338091877	0.969795225457	0.526283250636	1.34322774012	0.181675706292	0.471905613906	0.394347697682	0.458689016578	1.73742218437	1.41172180239	0.36717437192599994	1.13830660005	0.942233795842	0.7531025320199999	0.457597495999	1.06037925052	1.05247712183	0.297663364683
NP_010624.3	0.23203555056800002	0.9801550657070001	1.25269562781	0.547380981828	0.839025106594	0.469045596963	0.873187194936	0.481480447496	0.682329704703	0.410025435717	0.598103366567	0.656506297585	0.711193466173	0.7269754868100001	0.46359102246899997	0.29937155899	NA	NA	0.394302591456
NP_011748.3	0.60603225905	0.734217963233	0.686390076736	NA	0.6798781576980001	0.640800306812	0.0894063510816	0.81798977301	0.17032067325800002	0.599166506211	0.793450022441	-0.159296718003	0.708880194431	NA	NA	-0.257422731891	NA	0.732151792888	0.551356423097
NP_013705.1	1.3285529038	NA	1.48475772627	1.25248585241	1.19577068098	0.9652069370469999	1.53946516728	1.54590790911	1.57016244111	NA	1.2232280115799998	1.2941239951999999	1.02286813778	1.6403306423	0.42311793523900004	0.835426836765	0.989722024665	1.23301021795	1.09562191597
NP_011404.1	0.188185587145	NA	NA	0.260403094372	NA	0.593343192913	0.500121208798	0.301975990475	0.31308583679900004	NA	NA	0.869374782985	NA	-0.755807892462	0.165648542757	0.54047085597	NA	NA	0.338418852447
NP_010146.1	1.09504143101	1.4211572852	1.11036538547	1.03671734913	1.63829366411	0.752602621281	0.750297899531	0.830737157273	0.737343862395	1.52433372519	1.62745879794	0.9785915025030001	1.53837429294	0.941200919269	1.52494288606	1.0042166422299998	1.59029604132	2.03264138912	0.630779827511
NP_013370.1	1.01888503715	0.6980185787950001	0.97499624029	0.799006089082	0.791709400888	0.5718060671399999	0.926935023408	0.8993228472499999	0.862156414156	1.0805927123899999	1.0211833567200002	1.0708482369499999	NA	1.21624320156	0.720280338627	1.0306339067499999	0.882303874864	NA	0.695056277369
NP_013605.1	-0.325885094941	0.293508487038	-0.176058250631	-0.130733849694	0.561886887301	0.825804607158	-0.269889634145	-0.647210578742	-0.697239730878	0.877091097764	0.420044571392	-0.27630076545000004	0.317996921391	-0.349314638467	-0.648204830327	-0.197070569363	0.288851407498	0.6285678190489999	-0.325845235355
NP_013167.1	1.13899431473	0.67037746831	0.8649158588670001	0.66657472857	1.01222811006	0.8972565584819999	0.689012194344	0.507599262734	0.920558089358	1.36017579115	1.05120865175	0.259773652573	0.781712310085	0.9483358819840001	0.592357747391	0.9964589656489999	0.982120444194	1.1078952315000001	0.643027298405
NP_012639.1	1.75271867632	1.5339948066100002	1.22519367426	1.55636166498	1.54294212817	1.4939645863100002	1.45898492557	1.83473385322	1.54242898377	1.57794361769	1.24671931352	1.01654502655	1.1003460125700002	0.5759370136249999	1.43050212424	1.18166963533	0.928860060201	0.889998984152	1.6967794857
NP_011355.1	0.28970199536999997	NA	NA	0.162072222643	NA	0.019806423856400003	0.355369603131	0.126180133135	-0.345256952979	NA	NA	NA	NA	-0.104894868857	-0.0104257055298	0.387919563438	NA	NA	0.00634801895128
NP_009735.3	-0.221087938598	0.202405855567	-0.203676955278	0.249753195387	0.301291611113	0.016384588696700002	0.221567871518	0.610591346161	0.49868888891	0.328550914538	0.08844547070869999	-0.336090172773	0.28051380902899997	-0.325762744469	0.559147447411	-0.146394930108	0.603024593522	0.0863925175317	-0.275780442367
NP_012532.3	0.989153456348	0.45206341747	0.900993056063	0.375525642421	0.786315851743	1.1339018334200002	0.906197082579	0.843705234779	0.990926787275	0.966981434002	0.9176903786660001	0.6817560257199999	0.511676583325	0.9040244295559999	0.5447793612740001	1.08884851592	0.598180307905	0.8029428203929999	0.972384335216
NP_014546.1	-0.748342304494	NA	NA	-0.18782333114900002	NA	-0.586404400449	-1.09135862397	-1.12479489055	-1.14680666513	NA	NA	NA	NA	-0.43477250058999994	-0.10291796027899999	-0.45731345851099997	NA	NA	-0.810369316946
NP_011857.2	-0.559447879011	NA	NA	NA	NA	-0.703580662195	0.199207602707	-1.2280713108299999	-1.0862104961599999	NA	NA	NA	NA	-0.75167544288	NA	0.117916073534	NA	NA	-1.10169894289
NP_010240.1	-0.41745574713100003	NA	NA	NA	NA	-0.421638950747	-0.583249649487	-0.612443199994	-0.405707545986	NA	NA	NA	NA	-0.23317375979000002	NA	-0.25023492054	NA	NA	-0.265265389676
NP_011591.1	-0.0342230496043	NA	NA	NA	NA	-0.074257110817	-0.294516089523	-0.385438883499	-0.15779440562799998	NA	NA	NA	NA	0.053934450977999995	NA	-0.6663668258609999	NA	NA	0.0756471346471
NP_010271.3	-0.651890342966	NA	NA	NA	NA	-0.44137662961	-1.61439379402	-0.7607866683140001	-0.834132083373	NA	NA	NA	NA	-0.29311295521200004	NA	0.09378555317819999	NA	NA	-0.480573323661
NP_011722.3	0.444239971956	NA	NA	NA	NA	0.27534193259899997	0.268721309598	0.65492749061	0.584344152492	NA	NA	NA	NA	0.589052036635	NA	0.268185606981	NA	NA	0.199134644935
NP_012343.1	0.9292859090440001	NA	NA	NA	NA	0.882856131008	0.295172034649	0.643255521951	1.0316303580600001	NA	NA	NA	NA	0.33618900050800005	NA	0.929139700653	NA	NA	0.851881556802
NP_011598.3	0.0653924545433	NA	NA	NA	NA	0.36992821860200004	0.859687903478	0.57368884735	0.7795501231649999	NA	NA	NA	NA	0.503639410413	NA	0.24298108456300002	NA	NA	0.367093825374
NP_011289.1	0.143404214177	NA	NA	NA	NA	0.045743697131900005	0.407729718513	0.20768534518800003	0.168765798594	NA	NA	NA	NA	0.44105993897699997	NA	-0.133420106783	NA	NA	0.00450245928444
NP_014574.1	-0.37839021784599997	NA	NA	0.136673259419	NA	0.181591011774	0.128744279313	-0.195720594676	-0.499452676607	NA	NA	NA	NA	0.122324962048	0.18943523632599998	-0.00417018218226	NA	NA	0.0168791222087
NP_012342.1	0.111110870203	NA	NA	NA	NA	0.330478790136	0.0909459120861	0.12399604810699999	-0.148659921764	NA	NA	NA	NA	NA	NA	0.299194837301	NA	NA	-0.0102600058764
NP_012622.3	-0.765118924636	NA	NA	NA	NA	-0.593576912763	-1.24663541385	-1.26393725335	-0.8946165462819999	NA	NA	NA	NA	NA	NA	-0.740093458092	NA	NA	-0.567755932625
NP_014280.3	0.17925841993799999	-0.0179092012782	-0.0966110424082	-1.18041354884	-0.24651144043099998	0.200529159023	-0.133167749959	-0.283354908811	-0.00122591488152	0.158476229101	-0.375850496266	0.0298658931477	0.06955801208319999	-0.6810293547920001	0.37824586984499997	0.150536438747	-0.540031180363	-0.518232064987	-0.104287041463
NP_013737.1	0.166438654351	0.6745982794679999	0.706979434957	0.818808446596	0.561937210527	0.39330657306100003	1.05964702728	0.7485130506029999	0.886181567961	0.641883366977	-0.132009652713	0.518228584067	0.495047544894	0.822496784463	0.40061045845	0.366061443379	0.42563401159500003	0.706564564463	0.493783758685
NP_010766.3	-0.25211995050700003	NA	NA	NA	NA	-0.06569577894169999	-0.0928176316104	0.140283605438	0.149559824286	NA	NA	0.287040942396	NA	-0.70842254572	0.0316847756373	-0.180252555953	NA	NA	0.159493142812
NP_012160.2	0.0565304655893	0.685742648323	0.62190388429	0.15017474520500002	0.6152902426560001	0.21032989052	0.406591361986	0.182812402969	0.300340131911	1.1723273971200001	0.799364120058	0.00651130664783	0.32029892406599997	0.643935501003	-0.0071592511369799995	-0.07883172148130001	0.681882061833	1.0167732092100001	0.111205605143
NP_009685.3	1.2521196054600001	1.12316431116	1.15933936294	1.0091259795	1.32381362085	1.58214643458	1.28479254814	1.3720921792299998	1.36445866572	1.2923117288500001	1.7099506102200002	0.661404549881	1.1687376836599999	1.3634763682	0.414533112399	1.35379700239	1.32305994656	1.30582770133	1.49326419853
NP_009874.1	0.4259936674	0.530049158727	NA	-0.20773929250599998	0.794930265149	0.305179594389	0.206064633895	0.19129805299000002	-0.23152419035100003	1.0263355645299999	-2.28518452526	NA	NA	0.337569438504	-0.0147087597289	0.458127144505	-0.549646162813	-1.03874779835	0.864479256089
NP_009917.1	-0.22813267559	-0.09401719468049999	0.771463255454	-0.24091691144000002	0.597371213673	-0.237691110407	-0.69151406668	-0.309174557899	-0.36625724782799995	0.22519920306999996	0.06737602821409999	0.456896060591	0.392669377496	-0.66179977635	-0.00805693450102	-0.48334690940700004	0.146100653286	0.543929771329	0.102260940587
NP_011641.1	-0.254000380947	0.154983768958	-0.302718061795	-0.971085827662	-0.02955920911	0.0663472812006	-0.22510334799	-0.7810836605410001	-0.45296645126999996	-0.15559201644	0.04445506639769999	-0.457004378293	0.151908736188	-0.231623420095	-0.506704377763	-0.327727094568	-0.131506990114	0.00510296305456	0.0498625423573
NP_012942.3	-0.476983107842	0.502510109484	0.22068142100299998	-0.412790071952	0.948947199889	-0.25761459838000006	-0.530615401014	-0.39954816431100004	-0.48554102593500004	0.653491702289	0.449499642786	-0.439848390413	0.794371125923	-0.184063764191	0.559455996785	-0.319471770833	0.416269610034	0.48798559204499997	-0.480522402323
NP_011280.1	0.7110676938230001	0.07361671960749999	0.9790793340639999	0.7905448292489999	0.0605929047589	1.31719866673	0.866012773696	1.4137673400400002	1.3836604214300001	0.488168038404	0.00853646257038	0.769869166743	0.20502482260000002	0.36727082611699996	0.007783223624579999	0.8088681206880001	0.24245892288899998	0.749440131127	1.02358882486
NP_012126.1	-0.046318393514599994	-1.4327728264	0.07645375985339999	-0.319047355962	-1.32668073996	0.38780140490000004	-0.0144451218527	-0.558055469532	-1.03091509185	-1.15823093555	-0.456407066099	NA	-0.310365041465	-0.745528812917	0.11779754052000001	-0.246249097786	-0.459943521122	-1.6341419761899998	-0.297498922234
NP_009872.1	0.601340355413	-0.125203261196	0.65464740757	0.186631882291	0.809979765493	0.658504228875	0.480366418646	0.649634631739	0.949819863107	0.722499061729	0.0700652678518	0.880867611484	0.293644115891	-0.876946833715	0.443737956305	0.762369865807	0.0979717505343	0.42064746396700003	0.921705920052
NP_012070.3	0.712536630253	1.19375359195	1.0854575900299999	0.9347997765080001	1.1124566654799999	0.5147389601100001	1.07867721811	0.847081777018	0.57153509199	1.2009653415100001	1.24098471817	0.7708103278980001	1.10578820608	1.17905297649	0.990010468257	0.8848602137980001	1.02399915953	1.40477090289	0.863398444034
NP_011486.1	0.71212436794	0.942247540288	0.804060605451	0.237629893393	0.8767570172660001	0.88775118714	0.920233854836	0.14350657507099998	0.46539986028999997	0.67478640364	0.7983547310119999	1.24422913829	0.671759809792	0.066364696041	0.993314496918	0.640702693947	0.762299449024	0.800123070129	0.934533642011
NP_011829.1	1.1239341519	NA	NA	NA	NA	1.19863729504	0.956698483583	1.40763896492	1.5084436756400001	NA	NA	NA	NA	0.741032118084	NA	1.1961184074	NA	NA	1.34337942897
NP_011949.1	0.430271774641	-0.12831410451	0.480374881427	-1.06029995771	0.656676937338	0.7037881651119999	0.347831827128	0.18849515538199998	0.877152772363	0.39813205335199997	-0.179713804006	0.260767420185	0.07062687977030001	0.686602850627	0.41585615426	0.261020235484	0.180808220356	0.466784658322	0.268269832292
NP_010914.3	1.1288837384600001	0.391220606077	1.1290336621	0.613861158906	0.563823156016	1.19259502956	0.763622821077	0.8886230877299999	0.9521528822040001	0.897786439888	0.626211575543	0.33312036459100003	0.48460707824199994	0.7151549202959999	0.328450189583	0.891185800563	0.654276019173	0.598947496519	1.23742111091
NP_015348.1	0.197999797764	0.222466405911	0.7345964028829999	0.340347973483	0.515966622503	-0.0037622603338800004	-0.514258334544	0.26459729855	0.146502723846	0.283707508666	0.06185772864019999	0.637256693798	0.348700280351	-0.887727727723	-0.250357065218	0.00766300212883	0.214498048222	0.34659620220799997	0.110038793085
NP_010425.1	-0.485208209045	-0.289079386601	-0.186659508533	-0.152689759338	-0.00553200078003	-0.222592840014	-0.371338784611	-0.512503785032	-0.40277951475900003	-0.0500702340719	-0.27653615180700003	-0.14275402821	-0.145314669598	-0.473621089777	-0.521414920988	-0.0110115765665	-0.53537281016	-0.394918325864	-0.0522179531385
NP_012659.1	0.26517346106899997	0.6396497984749999	0.7618302562070001	0.7582378738519999	0.777991775938	0.376192327458	0.259788610681	0.686852761849	0.471468106906	0.8223027122959999	0.771561504139	0.327845785758	0.745173742491	0.8816557421510001	0.6908742079090001	0.157347108275	0.532245790672	0.967820563734	0.461710897805
NP_015006.3	0.900590200287	0.652426333972	NA	0.594746920562	0.871743844378	1.0609886767	0.876769620208	0.647154154197	0.9047769763429999	1.03835110863	0.748390984441	1.50749400329	0.610111789045	0.039362628677300004	0.621562694938	1.1239226441799999	0.276516404313	0.586248518067	1.06307514978
NP_014074.1	-0.840474654168	-0.584101883069	-0.14241758479299998	-0.50320177326	0.0771428877999	-1.0247148299	-0.686951393651	-0.891495073485	-1.47621911878	-0.730308949299	-0.038877169503699995	-0.303172587285	0.137137103412	-0.636643488276	-0.545996990828	-0.762274353502	-0.114738208386	-0.43443595370300003	-0.812606437462
NP_010532.3	-0.07922909247189999	0.505361873669	0.159596094175	0.426739853952	0.626599018679	0.143501487028	0.0396077852603	0.23211532813299998	0.296485763217	1.15153575483	0.44164381386000007	-0.0439411562857	NA	0.24353339314800002	0.0963784333608	0.160140018832	0.20133655924600002	0.7486808783660001	0.0410663488131
NP_012066.1	0.51588017149	NA	NA	NA	NA	0.710968525644	0.475400275947	0.362838673046	0.372392718902	NA	NA	NA	NA	-0.478249494027	NA	0.661552687637	NA	NA	0.37761507334
NP_013447.1	-1.3162088171600002	NA	NA	-1.7077164724399998	NA	-2.10276970991	-2.69336213522	-1.56158555928	-1.1491970756799998	NA	NA	NA	NA	-2.37870739793	-2.30429897998	-2.83180859796	NA	NA	-1.35842675868
NP_014250.1	1.32426504277	NA	NA	-0.303717517452	NA	1.40774215398	0.815849460782	0.847159946215	0.688615454698	NA	NA	NA	NA	-0.12281849825300001	0.174569187642	1.1481744944499999	NA	NA	1.24524814708
NP_015409.1	-0.417746922812	NA	NA	0.109546806371	NA	-0.322681540898	-0.562825640879	0.14711739281199998	-0.40689553784000004	NA	NA	NA	NA	-0.762667254069	-0.506910370574	-0.30759226862	NA	NA	-0.153756250811
NP_011103.1	-0.710845327412	NA	NA	-0.840865948625	NA	-0.543102634114	-0.537310871126	-0.6182101912560001	-0.747938415439	NA	NA	NA	NA	-1.06500869055	-0.31874853049199997	-0.14645294840700002	NA	NA	-0.722975131149
NP_014809.3	-0.160957679237	NA	NA	0.007255425516479999	NA	-0.568071824115	-0.802927705545	-0.12196927363099999	-0.08455850821760001	NA	NA	-0.564719187674	NA	-0.334636442937	-0.0397817202214	-0.31562252079500003	NA	NA	-0.420114278981
NP_013670.1	-1.05123103777	0.6074851761	-0.345021028411	-0.194352402136	0.747860397538	-1.28768673815	-1.36681550946	-1.4804933442100001	-1.1714413144	0.565417304312	0.6754120767049999	NA	0.527780352803	1.78967157747	-0.7017645994399999	0.141839114562	0.39241096165	0.406959560177	-1.51229144189
NP_013995.1	-0.670741188756	-0.173826249534	-0.11206471392100001	-0.40125746619400005	0.132056626916	-0.17748439075999997	-0.846951610128	-0.458136547752	-0.30213931240499997	0.13113747286	0.759151625364	-0.32151371302799997	0.0929807982277	-0.29343455675200003	-0.600969411975	-0.597362732954	0.09107288807819999	0.113256481239	-0.487472032885
NP_010154.1	-0.6952555381380001	NA	NA	NA	NA	-0.402688069321	-0.506323192568	-0.882408273611	-0.556570503747	NA	NA	NA	NA	-0.28364523406500003	NA	-0.16532174248099998	NA	NA	-0.605085244093
NP_014235.1	-0.14801923022	NA	NA	NA	NA	0.0705308053315	-0.520089558214	-0.1541268223	-0.139488079678	NA	NA	NA	NA	-0.8742620376219999	NA	0.005278089668949999	NA	NA	-0.085664138409
NP_010105.1	-0.695777381971	NA	NA	NA	NA	-0.69218888973	-1.24064346096	-0.745434693115	-0.8412285453820001	NA	NA	NA	NA	0.11523499764	NA	-0.939038270059	NA	NA	-0.697699380961
NP_010101.1	-0.20206690907400002	NA	NA	NA	NA	0.204411238677	-0.445240998802	-0.09064847037969999	-0.0864264719382	NA	NA	NA	NA	-0.18080219830699998	NA	-0.341192549971	NA	NA	0.261677449341
NP_013595.1	-0.310649703628	NA	NA	NA	NA	-0.0362603913376	0.0612348729862	-0.00973456311241	0.335242547673	NA	NA	NA	NA	-0.276467795477	NA	-0.089683419334	NA	NA	-0.292202430594
NP_013098.1	-0.616769283481	NA	NA	NA	NA	-0.6817567898720001	-1.26060391473	-0.7831731545649999	-0.692137894563	NA	NA	NA	NA	-0.041302468655800006	NA	-0.6725635848929999	NA	NA	-0.484265474909
NP_015134.1	-0.266063693135	NA	NA	0.36159690311	NA	0.438907858628	-0.0968032244478	0.32510395103	0.148560213553	NA	NA	-1.12967097465	NA	-0.300968480431	8.29149971489e-05	0.21057109824700002	NA	NA	0.538307163453
NP_013728.1	1.16358311791	1.3918437956	0.8537396479970001	1.23493236006	1.6016004075	1.30880938369	1.02039388944	0.9834257072579999	0.808617723553	0.866548359373	1.0405338426100001	1.50787401741	1.20980081937	0.25933091718699997	2.14454197925	1.2121122981	1.1697584586	0.45289103160099997	1.17598238403
NP_011567.3	-1.05126346657	0.350210054438	NA	-0.34356075837399996	0.523074304336	-1.5110330472600002	-0.157399726786	-0.928458131551	-0.6003512696800001	0.669645159437	0.298404925316	NA	0.658386674221	0.672678754235	-0.384443839545	-0.619814923295	0.273818950196	0.306705740286	-1.02997462761
NP_010074.1	-0.279629192688	NA	-0.332601029767	NA	NA	-0.290064728955	-0.441126864298	-0.271353493279	-0.33737943531099995	NA	NA	NA	NA	-0.630826837932	NA	-0.272813419749	NA	NA	-0.476880123253
NP_013304.1	0.30369886691799997	0.750461521448	0.6310800054810001	0.754163111094	0.595362331765	0.434878987835	0.671657350497	0.47696809137699997	0.6475551011	0.245777033651	0.448477263262	-0.387772486715	1.2412316512700001	-0.9127583577349999	0.23206725587699997	0.0759186474329	0.404860913426	0.407223186602	0.845452976557
NP_013283.1	-0.428005404569	-0.139361280673	-0.0964848632663	-0.478340541817	0.148214005669	0.024978409588200003	-0.757564316255	-0.240403716985	-0.462564712156	0.34224926071199996	-0.48346756674999997	-0.636787538514	-0.124687498903	0.14532455874800002	-0.330828127158	-0.16840857594	-0.35924002990500004	-0.06928705520310001	-0.12142862292
NP_009913.2	-0.363978889771	NA	-0.211326280793	-0.19226236345800002	NA	-0.393185066993	-0.324394301236	-0.278294378683	-0.420700258125	NA	NA	-0.11431920855999998	NA	-0.24459481308400002	-0.835574367527	-0.553363557411	NA	NA	-0.332935425866
NP_010277.1	0.717135167404	1.04076503541	1.02131420086	0.9470184712790001	1.18204390734	0.685411255208	0.761002953651	0.8161862479790001	0.704980590819	0.941913621933	1.14424538975	0.770641832173	1.05502207333	0.872030067661	1.5107759254100002	0.944420707102	1.01231595948	1.29276610199	0.752184329496
NP_009712.1	1.2508495091399998	0.40849867401699996	0.9112930556659999	0.83089714212	0.713017592057	1.22501039838	1.02492894408	1.04772648044	1.3200586133399999	0.7953902741169999	0.7501498181790001	1.1286847170899998	0.667157384538	-0.399089650269	0.583937095327	1.17480411253	0.7441527322689999	0.9757690195350001	0.966320484316
NP_014548.1	-0.0498126684472	0.176409449587	0.0717555566881	-0.305025811633	-0.310084532601	0.364912449139	0.27137248119	0.11532260774700001	0.0636110493322	-0.0137529169108	-0.253004178998	0.519919818891	-0.029701849359599998	-0.475110573015	-0.219420301122	0.4169453726	-0.268440065515	0.304544980217	0.160478396979
NP_010448.1	-0.203681095526	0.339939636654	-0.424209412054	0.0548136027909	0.366721485279	-0.237837177209	-0.519671333321	-0.16157184195399998	-0.219787391205	0.290797976206	0.0898241985595	0.030226883772400005	0.10487182519200001	-0.314275727212	0.25143257550299997	-0.122268609686	0.056854200031199995	0.35435877670500004	-0.147995144894
NP_010818.1	1.58996566527	2.3554433296	2.10020956683	2.38236661003	1.6837177777399999	1.5603065650999999	2.23908090527	1.8132386192400003	1.7355373754400003	1.5642740544799998	1.64519441704	1.4619453558000002	1.54630687106	2.33031365232	1.15199720588	0.939920983554	1.6186843286100001	1.1202679752299998	0.888116565375
NP_012051.3	0.803542557303	1.1802983789700001	0.452605055546	0.44328177181	1.07678321996	0.718654431258	0.979965990824	0.695498237036	0.70196509746	1.22884285125	0.7811648336779999	0.465941856483	0.768501221797	0.123211301371	0.188101398673	0.612839882705	0.531516033479	0.7818127046850001	0.743607427743
NP_015366.1	1.21506418524	1.31970517804	1.2174296369600002	1.0836189325799999	1.15901902649	1.43058632963	1.30641018688	1.32185363981	1.3743615383399999	1.07284749944	1.2112289825700002	1.4534341740099999	1.14987661014	-0.00630738339915	0.702116819902	1.21298353263	0.883341816204	0.6380193176919999	1.28270166803
NP_011066.3	-0.09931570307489998	NA	NA	0.31820318930799996	NA	-0.08826385640960001	-0.0501902120105	-0.215360866282	0.0122522488326	NA	NA	NA	NA	0.622368803395	-0.0562500696841	-0.211982799584	NA	NA	0.024279243471
NP_011330.1	-0.375195030561	NA	NA	NA	NA	-0.781142464955	-1.21359747176	-0.954869933495	0.0397001519621	NA	NA	NA	NA	0.19304602030499998	NA	-0.0556633616101	NA	NA	-0.46267565785
NP_009761.4	-0.0831441104369	-0.0999425803806	0.538500015863	-0.49932038802100004	0.473151296339	0.204135672573	-0.0571621055549	-0.470723252086	-0.40330946590000005	0.294885973844	0.194192533904	0.0668618844294	0.16864078337900001	0.114317741442	-0.802757126451	0.386906383655	0.11803551485500001	0.245907461919	0.0490301298759
NP_014404.3	-0.57794089595	1.4739030028	0.36056095385700004	-0.851126371468	1.36190553315	-1.57182545662	-0.263706141164	0.210909034125	0.050897298459400005	0.9135813878740001	1.1589669328499999	0.0410847791562	0.908064130024	0.281497932868	-0.349447131572	-0.430438460333	0.925756170553	1.2133783163299998	-0.222716574755
NP_012627.1	-0.681783919307	NA	NA	NA	NA	-2.05333090957	-1.86337946827	-2.42074405002	-1.5846569648	NA	NA	NA	NA	-3.00775044453	NA	-2.6282998466	NA	NA	-1.90290384226
NP_010416.1	-0.37711891843199996	NA	NA	NA	NA	-0.846496357809	-1.04306240218	-0.552049275604	-0.381708274244	NA	NA	NA	NA	-0.39629882936899996	NA	-0.36242998657	NA	NA	-0.584166816467
NP_012237.1	1.07652032524	NA	NA	0.8547802860160001	NA	0.8447362734080001	0.624722730263	0.926625797611	0.974031866085	NA	NA	NA	NA	0.836606707248	0.374720987536	0.8282377894230001	NA	NA	0.742363778962
